GLOTTOCODE,longitude,latitude,LID,autotyp.language,glottolog.language.x,subarea,area,continent,continent.revised,area.revised,continent.change,area.change,glottolog.stock,ISO.g,glottolog.language.y
alab1237,-87.42,32.33,618,Alabama,Alabama,,E North America,E N America,E N America,E North America,0,0,Muskogean [musk1252],akz,Alabama [alab1237][akz]
alab1246,122.014,14.1217,0,,Alabat Island Agta,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],dul,Alabat Island Agta [alab1246][dul]
alab1254,38.07,7.18,3018,Alaba-K?abeena,Alaba-K'abeena,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Afro-Asiatic [afro1255],alw,Alaba-K\abeena [alab1254][alw]
alac1239,-70.140381,-54.788017,0,,Alacalufe-Austral,,SE South America,S America,S America,SE South America,0,0,Kawesqar [kawe1237],'Alacalufe-Austral [alac1239]',Alacalufe-Austral [alac1239]
alac1240,-71.04126,-53.435719,0,,Alacalufe-Central,,SE South America,S America,S America,SE South America,0,0,Kawesqar [kawe1237],'Alacalufe-Central [alac1240]',Alacalufe-Central [alac1240]
alac1244,-98.58,17.25,2009,Mixtec (Alacatlatzala),Alacatlatzala Mixtec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],mim,Alacatlatzala Mixtec [alac1244][mim]
alag1242,8.52085,8.34986,0,,Alago,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ala,Alago [alag1242][ala]
alag1248,35.75,-5.5,2708,Alagwa,Alagwa,,S Africa,Africa,Africa,S Africa,0,0,Afro-Asiatic [afro1255],wbj,Alagwa [alag1248][wbj]
alak1253,106.597,15.5565,0,,Alak,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austroasiatic [aust1305],alk,Alak [alak1253][alk]
alam1246,143.33,-4.67,14,Alamblak,Alamblak,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Sepik [sepi1257],amp,Alamblak [alam1246][amp]
alan1249,121.022,13.0982,0,,Alangan,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],alj,Alangan [alan1249][alj]
alap1235,-59.9925,-13.2396,0,,Alapmunte,,NE South America,S America,S America,NE South America,0,0,Unattested [unat1236],apv,Alapmunte [alap1235][apv]
alaw1244,134.25,-15.17,16,Alawa,Alawa,,N Australia,Australia,Australia,N Australia,0,0,Mangarrayi-Maran [mang1423],alh,Alawa [alaw1244][alh]
alba1269,123.49,13.1989,0,,Albay Bicolano,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],bhk,Albay Bicolano [alba1269][bhk]
alco1235,-98.3969,17.3687,0,,Alcozauca Mixtec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],xta,Alcozauca Mixtec [alco1235][xta]
aleg1238,9.00394,6.59423,0,,Alege,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],alf,Alege [aleg1238][alf]
alek1238,145.42,-6,1517,Alekano,Alekano,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],gah,Alekano [alek1238][gah]
aleu1260,-166,54,18,Aleut,Aleut,,N Coast Asia,N-C Asia,N-C Asia,N Coast Asia,0,0,Eskimo-Aleut [eski1264],ale,Aleut [aleu1260][ale]
aleu1260,-164,54.75,1218,Aleut (Eastern),Aleut,,N Coast Asia,N-C Asia,N-C Asia,N Coast Asia,0,0,Eskimo-Aleut [eski1264],ale,Aleut [aleu1260][ale]
alge1235,3.5462,36.4762,0,,Algerian Sign Language,,N Africa,Africa,Africa,N Africa,0,0,Sign Language [sign1238],asp,Algerian Sign Language [alge1235][asp]
alge1239,3.23033,35.4208,0,,Algerian Arabic,,N Africa,Africa,Africa,N Africa,0,0,Afro-Asiatic [afro1255],arq,Algerian Arabic [alge1239][arq]
alge1240,4.80626,20.8884,0,,Algerian Saharan Arabic,,N Africa,Africa,Africa,N Africa,0,0,Afro-Asiatic [afro1255],aao,Algerian Saharan Arabic [alge1240][aao]
algo1255,-77,46,876,Algonquin,Algonquin,,E North America,E N America,E N America,E North America,0,0,Algic [algi1248],alq,Algonquin [algo1255][alq]
alii1240,18.0352,4.60014,0,,Ali,,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],aiy,Ali [alii1240][aiy]
alla1247,76.6593,11.0803,0,,Allar,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],all,Allar [alla1247][all]
alla1248,-4.33,5.17,875,Alladian,Alladian,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ald,Alladian [alla1248][ald]
alle1238,-68.096924,-33.480938,0,,Allentiac,,Andean,S America,S America,Andean,0,0,Huarpean [huar1251],'Allentiac [alle1238]',Allentiac [alle1238]
alng1239,141.83,-12.33,745,Anguthimri,Alngith,,N Australia,Australia,Australia,N Australia,0,0,Pama-Nyungan [pama1250],aid,Alngith [alng1239][aid]
aloa1235,-96.7438,17.4137,0,,Alopam Zapotec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],zaq,Aloápam Zapotec [aloa1235][zaq]
alop1235,101.933,23.59,0,,Alo Phola,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],ypo,Alo Phola [alop1235][ypo]
alor1247,124.264,-8.20382,0,,Alor,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],aol,Alor [alor1247][aol]
alse1251,-123.92,44.67,19,Alsea,Alsea,,Alaska-Oregon,W N America,W N America,Alaska-Oregon,0,0,Alsea [alse1251][aes],aes,Alsea [alse1251][aes]
alug1235,103,23,0,,Alugu,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],aub,Alugu [alug1235][aub]
aluk1238,76.7995,11.3456,0,,Alu Kurumba,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Dravidian [drav1251],xua,Alu Kurumba [aluk1238][xua]
alum1246,8.55956,9.01513,0,,Alumu-Tesu,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],aab,Alumu-Tesu [alum1246][aab]
alun1238,128.33,-3,878,Alune,Alune,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],alp,Alune [alun1238][alp]
aluo1235,102,26,0,,Aluo,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],yna,Aluo [aluo1235][yna]
alur1250,31.0016,2.36213,0,,Alur,,S Africa,Africa,Africa,S Africa,0,0,Nilotic [nilo1247],alz,Alur [alur1250][alz]
alut1245,165,61,879,Alutor,Alutor,,N Coast Asia,N-C Asia,N-C Asia,N Coast Asia,0,0,Chukotko-Kamchatkan [chuk1271],alr,Alutor [alut1245][alr]
alvi1241,50.3794,35.0075,0,,Alviri-Vidari,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Indo-European [indo1319],avd,Alviri-Vidari [alvi1241][avd]
alya1239,135,-22.5,883,Alyawarra,Alyawarr,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],aly,Alyawarr [alya1239][aly]
amah1245,128.939,-3.32028,0,,Amahai,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],amq,Amahai [amah1245][amq]
amah1246,-72.5,-10.5,884,Amahuaca,Amahuaca,,NE South America,S America,S America,NE South America,0,0,Pano-Tacanan [pano1259],amc,Amahuaca [amah1246][amc]
amai1246,145.368,-5.18742,0,,Amaimon,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],ali,Amaimon [amai1246][ali]
amal1242,141.995,-4.04517,0,,Amal,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Sepik [sepi1257],aad,Amal [amal1242][aad]
aman1265,141.25,-3.58,480,Amanab,Amanab,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Border [bord1247],amn,Amanab [aman1265][amn]
aman1266,-48.6613,-3.79772,0,,Amanay,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],ama,Amanayé [aman1266][ama]
amap1240,141.62,-4.22,3138,Ama,Ama (Papua New Guinea),,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Left May [left1242],amm,Ama {Papua New Guinea} [amap1240][amm]
amar1271,132.878,-11.9876,0,,Amurdak,,N Australia,Australia,Australia,N Australia,0,0,Iwaidjan Proper [iwai1246],amg,Amurdak [amar1271][amg]
amar1272,148.5,-5.67,862,Amara,Amara,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],aie,Amara [amar1272][aie]
amar1273,123.964,-10.2175,0,,Amarasi,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],aaz,Amarasi [amar1273][aaz]
amar1274,-70.5,-12.5,889,Amarakaeri,Amarakaeri,,NE South America,S America,S America,NE South America,0,0,Harakmbut [hara1260],amr,Amarakaeri [amar1274][amr]
amas1236,29.33,12.17,744,Nyimang,Ama (Sudan),,African Savannah,Africa,Africa,African Savannah,0,0,Nyimang [nyim1244],nyi,Ama {Sudan} [amas1236][nyi]
amat1238,-96.4003,16.2707,0,,Amatln Zapotec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],zpo,Amatlán Zapotec [amat1238][zpo]
amba1263,30.0014,0.81206,0,,Amba (Uganda),,S Africa,Africa,Africa,S Africa,0,0,Atlantic-Congo [atla1278],rwm,Amba {Uganda} [amba1263][rwm]
amba1265,136.5,-1.83,887,Ambai,Ambai,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],amk,Ambai [amba1265][amk]
amba1266,166.498,-11.2958,0,,Amba (Solomon Islands),,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],utp,Amba {Solomon Islands} [amba1266][utp]
amba1267,120.283,14.8156,0,,Ambala Ayta,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],abc,Ambala Ayta [amba1267][abc]
amba1269,144.285,-4.23181,0,,Ambakich,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Lower Sepik-Ramu [lowe1437],aew,Ambakich [amba1269][aew]
ambe1247,9.62028,5.94043,0,,Ambele,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],ael,Ambele [ambe1247][ael]
ambe1248,127.196,-3.85919,0,,Ambelau,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],amv,Ambelau [ambe1248][amv]
ambl1237,166.95,-15.5169,0,,Amblong,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],alm,Amblong [ambl1237][alm]
ambo1249,10.7798,7.07637,0,,Ambo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],amb,Ambo [ambo1249][amb]
ambo1250,128.184,-3.71342,0,,Ambonese Malay,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],abs,Ambonese Malay [ambo1250][abs]
ambo1252,-76.1135,-10.5138,0,,Ambo-Pasco Quechua,,Andean,S America,S America,Andean,0,0,Quechuan [quec1387],qva,Ambo-Pasco Quechua [ambo1252][qva]
ambr1239,142.462,-3.51156,0,,Ambrak,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],aag,Ambrak [ambr1239][aag]
ambu1247,143,-3.83,6,Ambulas,Ambulas,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Ndu [nduu1242],abt,Ambulas [ambu1247][abt]
amda1238,20.8912,14.7528,0,,Amdang,,African Savannah,Africa,Africa,African Savannah,0,0,Furan [fura1235],amj,Amdang [amda1238][amj]
amdo1237,98,38,3136,Tibetan (Amdo),Amdo Tibetan,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Sino-Tibetan [sino1245],adx,Amdo Tibetan [amdo1237][adx]
amdo1237,100,35,838,Amdo,Amdo Tibetan,,Inner Asia,N-C Asia,N-C Asia,Inner Asia,0,0,Sino-Tibetan [sino1245],adx,Amdo Tibetan [amdo1237][adx]
amel1241,145.58,-5.25,20,Amele,Amele,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],aey,Amele [amel1241][aey]
amer1248,-78,39,930,Sign Language American,American Sign Language,,E North America,E N America,E N America,E North America,0,0,Sign Language [sign1238],ase,American Sign Language [amer1248][ase]
amga1235,121.042,16.9016,0,,Amganad Ifugao,,Oceania,S/SE Asia,S/SE Asia,Oceania,0,0,Austronesian [aust1307],ifa,Amganad Ifugao [amga1235][ifa]
amha1245,38,10,21,Amharic,Amharic,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Afro-Asiatic [afro1255],amh,Amharic [amha1245][amh]
amii1238,130.04,-13.5573,0,,Ami,,N Australia,Australia,Australia,N Australia,0,0,Western Daly [west2434],amy,Ami [amii1238][amy]
amis1246,121.33,23.33,882,Amis,Amis,,Southeast Asia,S/SE Asia,S/SE Asia,Oceania,0,1,Austronesian [aust1307],ami,Amis [amis1246][ami]
amol1235,142.532,-3.46843,0,,Amol,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Torricelli [nucl1708],alx,Amol [amol1235][alx]
amol1236,-97.4518,16.6521,0,,Amoltepec Mixtec,,Mesoamerica,C America,C America,Mesoamerica,0,0,Otomanguean [otom1299],mbz,Amoltepec Mixtec [amol1236][mbz]
amoo1242,8.67,10.33,888,Amo,Amo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],amo,Amo [amoo1242][amo]
ampa1238,-3.55,14.15,0,,Ampari Dogon,,African Savannah,Africa,Africa,African Savannah,0,0,Dogon [dogo1299],aqd,Ampari Dogon [ampa1238][aqd]
ampa1239,116.349,-0.79259,0,,Ampanang,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],apg,Ampanang [ampa1239][apg]
amri1238,91.482,26.024,0,,Amri Karbi,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Sino-Tibetan [sino1245],ajz,Amri Karbi [amri1238][ajz]
amto1250,141.339,-4.12165,0,,Amto,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Amto-Musan [amto1249],amt,Amto [amto1250][amt]
amun1246,-62.3064,-9.04023,0,,Amundava,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],adw,Amundava [amun1246][adw]
anaa1238,7.57969,4.94832,0,,Anaang,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],anw,Anaang [anaa1238][anw]
anak1240,119.605,-9.63425,0,,Anakalangu,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],akg,Anakalangu [anak1240][akg]
anal1239,94.2806,24.0506,0,,Anal,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],anm,Anal [anal1239][anm]
anam1247,145.051,-4.68869,0,,Anam,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],pda,Anam [anam1247][pda]
anam1248,145,-4.67,1645,Anamuxra,Anamgura,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],imi,Anamgura [anam1248][imi]
anam1249,-49.303,-2.71119,0,,Anamb,,NE South America,S America,S America,NE South America,0,0,Tupian [tupi1275],aan,Anambé [anam1249][aan]
anas1239,137.716,-1.73908,0,,Anasi,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Bookkeeping [book1242],bpo,Anasi [anas1239][bpo]
anat1248,-3.1168,14.6669,0,,Ana Tinga Dogon,,African Savannah,Africa,Africa,African Savannah,0,0,Dogon [dogo1299],dti,Ana Tinga Dogon [anat1248][dti]
anca1236,11.1087,6.66524,0,,nc,,African Savannah,Africa,Africa,African Savannah,0,0,Unattested [unat1236],acb,Áncá [anca1236][acb]
anci1242,23.77,39.35,2831,Greek (Ancient),Ancient Greek,,Europe,W and SW Eurasia,W and SW Eurasia,Europe,0,0,Indo-European [indo1319],grc,Ancient Greek [anci1242][grc]
anci1244,35,32,529,Hebrew (Biblical),Ancient Hebrew,,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Afro-Asiatic [afro1255],hbo,Ancient Hebrew [anci1244][hbo]
anda1280,92.738,11.676,0,,Andaman Creole Hindi,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Indo-European [indo1319],hca,Andaman Creole Hindi [anda1280][hca]
anda1283,143.637,-4.96449,0,,Andai,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Arafundi [araf1243],afd,Andai [anda1283][afd]
anda1284,144.767,-4.48734,0,,Andarum,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Lower Sepik-Ramu [lowe1437],aod,Andarum [anda1284][aod]
anda1286,-76,2.74999,0,,Andaqui,,Andean,S America,S America,Andean,0,0,Andaqui [anda1286][ana],ana,Andaqui [anda1286][ana]
ande1247,137.352,-22.5128,0,,Andegerebinha,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],adg,Andegerebinha [ande1247][adg]
andh1242,77.7156,19.4734,0,,Andh,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],anr,Andh [andh1242][anr]
andi1255,46.27,42.79,895,Andi,Andi,Caucasus,Greater Mesopotamia,W and SW Eurasia,W and SW Eurasia,Greater Mesopotamia,0,0,Nakh-Daghestanian [nakh1245],ani,Andi [andi1255][ani]
andi1257,123.174,-0.88368,0,,Andio,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],bzb,Andio [andi1257][bzb]
ando1254,-72.310867,-0.666992,0,,Andoquero,,NE South America,S America,S America,NE South America,0,0,Huitotoan [huit1251],'Andoquero [ando1254]',Andoquero [ando1254]
ando1255,-76.6056,-3.29664,0,,Andoa,,NE South America,S America,S America,NE South America,0,0,Zaparoan [zapa1251],anb,Andoa [ando1255][anb]
ando1256,-72,-0.67,898,Andoke,Andoque,,NE South America,S America,S America,NE South America,0,0,Andoque [ando1256][ano],ano,Andoque [ando1256][ano]
andr1246,94.033796,24.754303,0,,Andro,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],'Andro [andr1246]',Andro [andr1246]
andr1248,147.085,-2.05894,0,,Andra-Hus,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],anx,Andra-Hus [andr1248][anx]
anei1239,169.8,-20.2,935,Anejom,Anejom,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],aty,Anejom [anei1239][aty]
anem1248,148.479,-9.75911,0,,Aneme Wake,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Yareban [yare1250],aby,Aneme Wake [anem1248][aby]
anem1249,149.08,-5.58,22,Anm,Anem,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Anem [anem1249][anz],anz,Anem [anem1249][anz]
anfi1235,34.647,8.568,0,,Anfillo,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Ta-Ne-Omotic [gong1255],myo,Anfillo [anfi1235][myo]
anga1288,94.5,25.67,625,Naga (Angami),Angami Naga,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],njm,Angami Naga [anga1288][njm]
anga1290,146.25,-7.22,851,Angaatiha,Angaataha,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Angan [anga1289],agm,Angaataha [anga1290][agm]
anga1292,143.478,-6.13347,0,,Angal Heneng,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],akh,Angal Heneng [anga1292][akh]
anga1293,143.592,-6.0127,0,,Angal,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],age,Angal [anga1293][age]
anga1294,143.583,-6.23296,0,,Angal Enen,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],aoe,Angal Enen [anga1294][aoe]
angg1239,139.457,-4.0836,0,,Angguruk Yali,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],yli,Angguruk Yali [angg1239][yli]
angi1238,85.534,26.0047,0,,Angika,,Indic,S/SE Asia,S/SE Asia,Indic,0,0,Indo-European [indo1319],anp,Angika [angi1238][anp]
angl1239,-78,39,0,,Angloromani,,E North America,E N America,E N America,E North America,0,0,Mixed Language [mixe1287],rme,Angloromani [angl1239][rme]
ango1254,141.17,-3.75,849,Anggor,Angor,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Senagi [sena1264],agg,Angor [ango1254][agg]
ango1255,144.028,-4.07758,0,,Angoram,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Lower Sepik-Ramu [lowe1437],aog,Angoram [ango1255][aog]
ango1257,-71.9212,6.54198,0,,Angosturas Tunebo,,NE South America,S America,S America,NE South America,0,0,Chibchan [chib1249],tnd,Angosturas Tunebo [ango1257][tnd]
ango1258,6.5,0.25,902,Angolar,Angolar,,S Africa,Africa,Africa,S Africa,0,0,Indo-European [indo1319],aoa,Angolar [ango1258][aoa]
anii1245,1.60169,9.11127,0,,Anii,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],blo,Anii [anii1245][blo]
anii1246,21.92,-18.92,651,//Ani,//Ani,,S Africa,Africa,Africa,S Africa,0,0,Khoe-Kwadi [khoe1240],hnh,//Ani [anii1246][hnh]
anim1239,0.41962,7.60385,0,,Animere,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],anf,Animere [anim1239][anf]
anin1240,136.5,-14,903,Anindilyakwa,Anindilyakwa,,N Australia,Australia,Australia,N Australia,0,0,Gunwinyguan [gunw1250],aoi,Anindilyakwa [anin1240][aoi]
anip1235,103.733,23.591,0,,Ani Phowa,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],ypn,Ani Phowa [anip1235][ypn]
anja1238,145.717,-5.45899,0,,Anjam,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Nuclear Trans New Guinea [nucl1709],boj,Anjam [anja1238][boj]
anka1246,145.754,-7.19444,0,,Ankave,,Interior New Guinea,NG and Oceania,NG and Oceania,Interior New Guinea,0,0,Angan [anga1289],aak,Ankave [anka1246][aak]
anma1239,133.286,-22.2853,0,,Anmatyerre,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],amx,Anmatyerre [anma1239][amx]
anor1241,144.801,-4.98449,0,,Anor,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Lower Sepik-Ramu [lowe1437],anj,Anor [anor1241][anj]
anse1238,-76.05,6.24999,0,,Anserma,,Andean,S America,S America,Andean,0,0,Chocoan [choc1280],ans,Anserma [anse1238][ans]
ansu1237,135.866,-1.7543,0,,Ansus,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],and,Ansus [ansu1237][and]
anta1253,134.838,-27.1152,0,,Antakarinya,,S Australia,Australia,Australia,S Australia,0,0,Pama-Nyungan [pama1250],ant,Antakarinya [anta1253][ant]
anta1255,49.2402,-13.2164,0,,Antankarana Malagasy,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],xmv,Antankarana Malagasy [anta1255][xmv]
anti1242,-75.342236,7.199341,0,,Antioquian,,NE South America,S America,S America,NE South America,0,0,Chibchan [chib1249],'Antioquian [anti1242]',Antioquian [anti1242]
anti1245,-61.3156,15.5531,0,,Antigua and Barbuda Creole English,,Mesoamerica,C America,C America,Mesoamerica,0,0,Indo-European [indo1319],aig,Antigua and Barbuda Creole English [anti1245][aig]
anua1242,33.5,8,900,Anywa,Anuak,,Greater Abyssinia,Africa,Africa,Greater Abyssinia,0,0,Nilotic [nilo1247],anu,Anuak [anua1242][anu]
anuf1239,0.25,10.08,1157,Anufo,Anufo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],cko,Anufo [anuf1239][cko]
anuk1239,149.822,-9.6692,0,,Anuki,,S New Guinea,NG and Oceania,NG and Oceania,S New Guinea,0,0,Austronesian [aust1307],aui,Anuki [anuk1239][aui]
anus1237,139.502,-2.26271,0,,Anus,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],auq,Anus [anus1237][auq]
anut1237,169.75,-11.75,0,,Anuta,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],aud,Anuta [anut1237][aud]
anuu1241,98.5945,23.3394,0,,Anu,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],anl,Anu [anuu1241][anl]
anyi1244,-4.64232,6.1627,0,,Anyin Morofo,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],mtb,Anyin Morofo [anyi1244][mtb]
anyi1245,-3.5,7,901,Anyi,Anyin,,African Savannah,Africa,Africa,African Savannah,0,0,Atlantic-Congo [atla1278],any,Anyin [anyi1245][any]
aohe1237,114.127,0.87404,0,,Aoheng,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Austronesian [aust1307],pni,Aoheng [aohe1237][pni]
aona1235,94.67,26.58,2178,Ao,Ao Naga,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Sino-Tibetan [sino1245],njo,Ao Naga [aona1235][njo]
aore1237,167.166,-15.5753,0,,Aore,,Oceania,NG and Oceania,NG and Oceania,Oceania,0,0,Austronesian [aust1307],aor,Aore [aore1237][aor]
aoua1234,105.85,26.8,0,,A'ou,,Southeast Asia,S/SE Asia,S/SE Asia,Southeast Asia,0,0,Tai-Kadai [taik1256],aou,A\ou [aoua1234][aou]
apal1255,149.96,-6.29002,0,,Apalik,,N Coast New Guinea,NG and Oceania,NG and Oceania,N Coast New Guinea,0,0,Austronesian [aust1307],apo,Apalik [apal1255][apo]
